column_a,allard_amdt_no_3118,baucus_amdt_no_2751,biden_amdt_no_3379,biden_amdt_no_4021,bingaman_amdt_no_2635,boxer_amdt_no_2620_as_amended,boxer_amdt_no_2783,boxer_amdt_no_3368,breaux_amdt_no_3117,brownback_amdt_no_3464,byrd_amdt_no_2735,byrd_amdt_no_2804,byrd_amdt_no_3423,byrd_amdt_no_3502,campbell_amdt_no_2623,cantwell_amdt_no_3261,confirmation_diane_s_sykes_of_wisconsin_to_be_u_s_circuit_judge,confirmation_f_dennis_saylor_iv_of_massachusetts_to_be_u_s_district_judge,confirmation_francis_j_harvey_of_california_to_be_secretary_of_the_army,confirmation_franklin_s_van_antwerpen_of_pennsylvania_to_be_u_s_circuit_judge,confirmation_gene_e_k_pratter_of_pennsylvania_to_be_u_s_district_judge,confirmation_j_leon_holmes_of_arkansas_to_be_u_s_district_judge,confirmation_john_d_negroponte_of_new_york_to_be_ambassador_of_the_united_states_to_iraq,confirmation_juan_r_sanchez_of_pennsylvania_to_be_u_s_district_judge,confirmation_judith_c_herrera_of_new_mexico_to_be_u_s_district_judge,confirmation_kenneth_m_karas_of_new_york_to_be_u_s_district_judge,confirmation_lawrence_f_stengel_of_pennsylvania_to_be_u_s_district_judge,confirmation_louis_guirola_to_be_u_s_district_judge_for_the_southern_district_of_mississippi,confirmation_mark_r_filip_of_illinois_to_be_u_s_district_judge,confirmation_michael_h_schneider_sr_of_texas_to_be_u_s_district_judge,confirmation_paul_s_diamond_of_pennsylvania_to_be_u_s_district_judge,confirmation_porter_j_goss_of_florida_to_be_director_of_central_intelligence,confirmation_raymond_w_gruender_of_missouri_to_be_u_s_circuit_judge_for_the_eighth_circuit,confirmation_ricardo_s_martinez_of_washington_to_be_u_s_district_judge,confirmation_sandra_l_townes_of_new_york_to_be_u_s_district_judge,confirmation_virginia_e_hopkins_of_alabama_to_be_u_s_district_judge,confirmation_virginia_maria_hernandez_covington_of_florida_to_be_u_s_district_judge,confirmation_walter_d_kelley_jr_of_virginia_to_be_u_s_district_judge,confirmation_william_s_duffey_jr_of_georgia_to_be_u_s_district_judge,confirmation_of_gary_l_sharpe_of_new_york_to_be_u_s_district_judge,confirmation_on_the_nomination_of_marcia_cooke_of_florida_to_be_u_s_district_judge,confirmation_james_l_robart_of_washington_to_be_u_s_district_judge,confirmation_jane_j_boyle_of_texas_to_be_u_s_district_judge,confirmation_roger_t_benitez_of_california_to_be_u_s_district_judge,conrad_amdt_no_2704,corzine_amdt_2629,daschle_amdt_no_2710,daschle_amdt_no_2774,dewine_amdt_no_3563,dodd_amdt_no_2660_as_modified_and_amended,dodd_amdt_no_2762,dodd_amdt_no_3312_as_modified,dorgan_amdt_no_2793,feingold_amdt_no_2748,feinstein_amdt_no_2637,feinstein_amdt_no_2858,frist_amdt_no_2625,frist_amdt_no_2628,frist_amdt_no_2630,graham_fl_amdt_no_3112,graham_sc_amdt_no_3258,gregg_amdt_no_3111,gregg_amdt_no_3145,h_j_res_97,h_r_1308_conference_report,h_r_1997,h_r_2673_conference_report,h_r_3104,h_r_4567_as_amended,h_r_4613_conference_report,h_r_4755,h_r_4818_conference_report,h_r_1350_as_amended,h_r_3108_as_amended,h_r_3108_conference_report,h_r_4520_conference_report,h_r_4613_as_amended,h_r_4759,h_r_4837_as_amended,harkin_amdt_no_2799,harkin_amdt_no_3107,hatch_amdt_no_2647_as_amended,hatch_amdt_no_4037,hollings_amdt_no_3134,hutchinson_amdt_no_2388,hutchison_amdt_no_3152,hutchison_amdt_no_3711,hutchison_amdt_no_4015_as_amended,kennedy_amdt_2619,kennedy_amdt_no_2725,kennedy_amdt_no_3263,kennedy_amdt_no_3377,kyl_amdt_no_2473,kyl_amdt_no_3191_as_modified,lautenberg_amdt_no_2191_as_modified,lautenberg_amdt_2797,lautenberg_amdt_no_3151_as_modified,lautenberg_amdt_no_2703,leahy_amdt_no_3292,leahy_amdt_no_3485,leahy_amdt_no_3584,levin_amdt_no_2817,levin_amdt_no_3338,lieberman_amdt_no_2807,lincoln_amdt_no_2803,lott_amdt_no_3158,mccain_amdt_no_2636,mccain_amdt_no_3129,mccain_amdt_no_3461,mccain_amdt_no_3702,mccain_amdt_no_3999,mccain_amdt_no_4000,mcconnell_amdt_no_3472,mikulski_amdt_no_2627,motion_to_instruct_sgt_at_arms,motion_to_invoke_cloture_on_s_2845,motion_to_invoke_cloture_on_the_committee_substitute_to_h_r_4,motion_to_invoke_cloture_on_the_conference_report_to_accompany_h_r_2673,motion_to_invoke_cloture_on_the_conference_report_to_accompany_h_r_4520,motion_to_invoke_cloture_on_the_inhofe_amdt_no_2285_to_s_1072,motion_to_invoke_cloture_on_the_mcconnell_amdt_no_3981,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_1072,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_2061,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_1805,motion_to_invoke_cloture_on_the_mccain_amdt_no_3048,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_2207,motion_to_invoke_cloture_on_the_motion_to_recommit_s_1637_to_the_committee_on_finance_with_instructions,motion_to_invoke_cloutre_on_the_daschle_amdt_no_3050,motion_to_table_byrd_amdt_no_3845,motion_to_table_clinton_amdt_no_3631,motion_to_table_corzine_amdt_no_3619_as_modified,motion_to_table_dayton_amdt_no_3629,motion_to_table_dorgan_amdt_no_3110,motion_to_table_feinstein_amdt_no_3052,motion_to_table_hollings_amdt_no_3795,motion_to_table_kennedy_amdt_no_3626,motion_to_table_kyl_amdt_no_2234,motion_to_table_lautenberg_amdt_no_3802,motion_to_table_leahy_amdt_no_3387,motion_to_table_warner_amdt_no_2286_as_modified,motion_to_waive_c_b_a_re_inhofe_amdt_no_2285_and_s_1072,motion_to_waive_cba_bingaman_amdt_no_2765,motion_to_waive_cba_byrd_amdt_no_3649,motion_to_waive_cba_cantwell_amdt_no_2617,motion_to_waive_cba_clinton_amdt_no_3632,motion_to_waive_cba_daschle_amdt_no_3409_as_amended,motion_to_waive_cba_mikulski_amdt_no_3624,motion_to_waive_cba_re_corzine_amdt_no_3303,motion_to_waive_cba_re_murray_amdt_no_2859,motion_to_waive_cba_re_wyden_amdt_no_3109_as_modified,motion_to_waive_cba_schumer_amdt_no_3655,motion_to_waive_cba_schumer_amdt_no_3656,motion_to_waive_mcconnell_amdt_no_2840,motion_to_invoke_cloture_on_s_1637,motion_to_invoke_cloture_on_s_2062,motion_to_invoke_cloture_on_the_conference_report_to_accompany_h_r_1047,motion_to_invoke_cloture_on_the_conference_report_to_accompany_h_r_2673_2,motion_to_invoke_cloture_on_the_domenici_amdt_no_3051,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_150,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_2290,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_j_res_40,motion_to_invoke_cloture_on_the_motion_to_recommit_s_1637_to_the_committee_on_finance_with_instructions_2,motion_to_invoke_cloture_on_the_nomination_of_david_w_mckeague_of_michigan_to_be_u_s_circuit_judge,motion_to_invoke_cloture_on_the_nomination_of_henry_w_saad_of_michigan_to_be_u_s_circuit_judge,motion_to_invoke_cloture_on_the_nomination_of_richard_a_griffin_of_michigan_to_be_u_s_circuit_judge,motion_to_invoke_cloture_on_the_nomination_of_william_gerry_myers_iii_of_idaho_to_be_u_s_circuit_judge,motion_to_table_biden_amdt_no_3520_as_modified,motion_to_table_boxer_amdt_no_3609,motion_to_table_dodd_amdt_no_3313_as_modified_further,motion_to_table_hutchison_amdt_no_3049,motion_to_table_schumer_amdt_no_3615_as_further_modified,motion_to_table_specter_amdt_no_3706,motion_to_table_specter_amdt_no_3761,motion_to_table_stevens_amdt_no_3903_as_modified,motion_to_waive_c_b_a_re_lautenberg_amdt_no_3617,motion_to_waive_cba_re_byrd_amdt_no_3597,motion_to_waive_cba_re_dodd_amdt_no_3604,motion_to_waive_cba_re_murray_amdt_no_3596,motion_to_waive_cba_re_cantwell_amdt_no_3114,motion_to_waive_cba_re_harkin_amdt_no_3144,motion_to_waive_the_cba_re_schumer_amdt_no_3580,motion_to_table_levin_amdt_no_2631,murray_amdt_no_2719,nelson_amdt_no_2745,nickles_amdt_no_4041,reed_amdt_no_3352_as_amended,reed_amdt_no_3353,roberts_amdt_no_3742_as_modified,s_1072_as_amended,s_15_as_amended,s_150_as_amended,s_1637_as_amended,s_1805_as_amended,s_2329_as_amended,s_2400_as_amended,s_2677,s_2845_conference_report,s_2845_as_amended,s_2986,s_con_res_95,s_res_319,s_res_356,s_res_373,s_res_393,s_res_445_as_amended,s_res_454,sarbanes_amdt_no_2789,smith_amdt_no_3183,snowe_amdt_no_2937,specter_amdt_no_2741_as_modified,thomas_amdt_no_3582,warner_amdt_no_2742,warner_amdt_no_3260_as_modified,warner_amdt_no_3452_as_modified,warner_amdt_no_3453,warner_amdt_no_3458_as_modified,name,party
0,1,1,1,1,2,1,1,1,1,true,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,2,0,1,1,2,1,2,0,1,1,2,0,1,0,2,1,1,1,0,1,0,1,2,0,1,1,1,1,0,0,1,1,1,1,1,1,2,1,true,1,1,0,1,0,false,2,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,2,0,0,1,1,2,1,2,1,2,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,2,1,1,2,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,Daniel Akaka,D
1,1,0,0,1,0,0,0,0,0,true,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,false,0,0,0,0,0,true,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,Lamar Alexander,R
2,1,0,0,0,0,0,0,0,0,true,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,true,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,A. Allard,R
3,1,0,0,0,0,0,0,0,0,true,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false,0,0,0,0,0,true,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,George Allen,R
4,1,1,0,0,0,1,0,1,0,true,1,0,1,1,1,2,0,2,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,0,0,0,2,1,1,1,0,1,0,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,true,0,1,1,0,0,false,1,0,0,0,0,1,1,0,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2,1,1,1,0,1,1,1,0,1,2,1,0,0,Max Baucus,D
5,0,1,0,0,0,1,1,0,0,true,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,2,1,1,0,1,0,0,0,1,1,1,1,1,1,0,false,1,1,1,1,0,false,1,1,1,1,1,1,1,0,0,2,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,2,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,2,2,1,1,1,1,0,1,1,1,1,1,Evan Bayh,D
6,1,0,2,0,0,1,0,0,0,true,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,false,0,0,1,0,0,true,1,0,0,1,0,0,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,Robert Bennett,R
7,1,1,1,1,2,1,1,1,0,true,1,1,1,1,1,1,1,1,2,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,0,0,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,true,1,1,0,1,1,false,1,1,1,0,1,1,2,0,0,2,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,Joseph Biden,D
8,1,1,1,1,1,1,1,1,1,true,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,1,true,0,1,1,1,0,true,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,Jeff Bingaman,D
9,1,1,0,0,0,0,0,0,0,true,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,false,0,0,0,0,0,true,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,Christopher Bond,R
